reviewid,customerid,productid,reviewdate,year_month,rating,reviewtext,vader_score,sentiment_category,productname,brand,category,price
1089,473,8,2023-01-11,2023-01,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
1090,26,35,2024-07-13,2024-07,5,Great value for money. Highly recommend.,0.8516,Positive,Men Relaxed Fit Jeans,Mast & Harbour,Relaxed Fit Jeans,819.0
1091,385,2,2023-12-26,2023-12,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Slim Fit Jeans,Flying Machine,Slim Fit Jeans,1829.0
1092,272,1,2023-11-24,2023-11,5,Great value for money. Highly recommend.,0.8516,Positive,Men Loose Fit Cotton Jeans,WROGN,Relaxed Fit Jeans,1374.0
1093,422,27,2024-11-27,2024-11,2,Material feels cheap. Not worth the price at all.,-0.1695,Negative,Men Slim Fit Jeans,French Connection,Slim Fit Jeans,1294.0
1094,223,6,2024-05-26,2024-05,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Stretchable Jeans,HERE&NOW,Stretchable Jeans,798.0
1095,489,28,2024-07-15,2024-07,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Straight Fit Jeans,Mast & Harbour,Regular Fit Jeans,764.0
1096,125,15,2023-12-05,2023-12,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
1097,499,15,2024-02-23,2024-02,3,Not bad but not great either. Fits okay.,-0.2883,Neutral,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
1098,407,45,2023-06-09,2023-06,3,Not bad but not great either. Fits okay.,-0.2883,Neutral,Men Wide Leg Cotton Jeans,HIGHLANDER,Wide Leg & Bootcut,1099.0
1099,177,1,2023-03-18,2023-03,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Loose Fit Cotton Jeans,WROGN,Relaxed Fit Jeans,1374.0
1100,256,16,2024-10-16,2024-10,3,Not bad but not great either. Fits okay.,-0.2883,Neutral,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
1101,308,19,2023-04-29,2023-04,4,Great value for money. Highly recommend.,0.8516,Positive,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
1102,14,40,2024-03-02,2024-03,1,Quality is below average. Not what I expected.,0.0,Mixed Negative,Men Relaxed Fit Jeans,Roadster,Relaxed Fit Jeans,645.0
1103,182,38,2023-10-04,2023-10,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Bootcut Jeans,Urbano Fashion,Wide Leg & Bootcut,944.0
1104,293,35,2023-01-17,2023-01,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Relaxed Fit Jeans,Mast & Harbour,Relaxed Fit Jeans,819.0
1105,225,49,2023-04-06,2023-04,5,Great value for money. Highly recommend.,0.8516,Positive,Non Stretchable Cotton Jeans,Flying Machine,Stretchable Jeans,1829.0
1106,226,42,2024-09-20,2024-09,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
1107,383,39,2024-06-02,2024-06,5,Great value for money. Highly recommend.,0.8516,Positive,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
1108,60,16,2024-04-08,2024-04,5,Great value for money. Highly recommend.,0.8516,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
1109,491,47,2023-09-28,2023-09,2,Received a damaged product. Very unhappy.,-0.7178,Negative,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
1110,164,12,2024-08-01,2024-08,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
1111,225,41,2023-08-31,2023-08,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
1112,228,24,2024-04-11,2024-04,3,Average quality. Nothing special about it.,-0.3089,Neutral,Men Slim Fit Jeans,Urbano Fashion,Slim Fit Jeans,629.0
1113,476,36,2023-03-25,2023-03,4,Fast delivery and great packaging.,0.6249,Positive,Men Straight Fit Jeans,Bene Kleed,Regular Fit Jeans,989.0
1114,446,43,2024-08-29,2024-08,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Mid-Rise Stretchable Jeans,MASTERLY WEFT,Stretchable Jeans,959.0
1115,21,41,2024-08-31,2024-08,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
1116,180,48,2023-10-21,2023-10,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Bootcut Jeans,HERE&NOW,Wide Leg & Bootcut,869.0
1117,17,21,2023-10-19,2023-10,2,The color faded after first wash. Very disappointing.,-0.5413,Negative,Men Low-Rise Cargo  Jeans,Kotty,Joggers & Cargo,639.0
1118,149,27,2023-07-09,2023-07,5,Fast delivery and great packaging.,0.6249,Positive,Men Slim Fit Jeans,French Connection,Slim Fit Jeans,1294.0
1119,120,16,2024-09-16,2024-09,2,The jeans are too tight at the waist. Sizing is off.,0.0,Mixed Negative,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
1120,122,13,2023-12-11,2023-12,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Slim Fit Stretchable Jeans,WROGN,Slim Fit Jeans,1275.0
1121,161,38,2024-04-28,2024-04,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Bootcut Jeans,Urbano Fashion,Wide Leg & Bootcut,944.0
1122,258,12,2023-06-10,2023-06,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
1123,251,36,2024-06-21,2024-06,5,Fast delivery and great packaging.,0.6249,Positive,Men Straight Fit Jeans,Bene Kleed,Regular Fit Jeans,989.0
1124,75,50,2024-07-19,2024-07,4,Great value for money. Highly recommend.,0.8516,Positive,30 Days No Wash Jeans,TURMS,Denim & Jeans,3499.0
1125,127,4,2024-03-11,2024-03,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Relaxed Fit Denim Jeans,Bene Kleed,Relaxed Fit Jeans,873.0
1126,372,16,2024-06-11,2024-06,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
1127,292,32,2024-11-04,2024-11,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Relaxed Fit Jeans,The Indian Garage Co,Relaxed Fit Jeans,808.0
1128,352,42,2023-02-26,2023-02,5,Great value for money. Highly recommend.,0.8516,Positive,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
1129,308,26,2023-05-24,2023-05,4,Great value for money. Highly recommend.,0.8516,Positive,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
1130,352,6,2023-01-28,2023-01,3,Material is fine but the colour is slightly different.,0.1027,Neutral,Men Stretchable Jeans,HERE&NOW,Stretchable Jeans,798.0
1131,487,10,2024-12-07,2024-12,1,The jeans are too tight at the waist. Sizing is off.,0.0,Mixed Negative,Men Jogger Mid-Rise Jeans,styzon,Joggers & Cargo,899.0
1132,198,16,2023-10-24,2023-10,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
1133,218,32,2023-12-26,2023-12,1,Received a damaged product. Very unhappy.,-0.7178,Negative,Men Relaxed Fit Jeans,The Indian Garage Co,Relaxed Fit Jeans,808.0
1134,431,50,2024-07-18,2024-07,2,The jeans are too tight at the waist. Sizing is off.,0.0,Mixed Negative,30 Days No Wash Jeans,TURMS,Denim & Jeans,3499.0
1135,284,6,2023-11-20,2023-11,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Stretchable Jeans,HERE&NOW,Stretchable Jeans,798.0
1136,344,3,2024-04-16,2024-04,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
1137,162,49,2024-12-29,2024-12,5,Perfect fit. The material feels premium.,0.7351,Positive,Non Stretchable Cotton Jeans,Flying Machine,Stretchable Jeans,1829.0
1138,174,40,2024-02-06,2024-02,3,Material is fine but the colour is slightly different.,0.1027,Neutral,Men Relaxed Fit Jeans,Roadster,Relaxed Fit Jeans,645.0
1139,485,24,2024-09-26,2024-09,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Slim Fit Jeans,Urbano Fashion,Slim Fit Jeans,629.0
1140,43,13,2023-12-24,2023-12,1,The jeans are too tight at the waist. Sizing is off.,0.0,Mixed Negative,Men Slim Fit Stretchable Jeans,WROGN,Slim Fit Jeans,1275.0
1141,400,9,2023-03-08,2023-03,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Regular Fit Mid-Rise Jeans,Roadster,Regular Fit Jeans,759.0
1142,401,2,2024-04-05,2024-04,5,Great value for money. Highly recommend.,0.8516,Positive,Men Slim Fit Jeans,Flying Machine,Slim Fit Jeans,1829.0
1143,115,29,2023-12-08,2023-12,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
1144,88,20,2024-08-10,2024-08,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Bootcut Jeans,Mast & Harbour,Wide Leg & Bootcut,869.0
1145,353,13,2024-03-12,2024-03,2,The jeans are too tight at the waist. Sizing is off.,0.0,Mixed Negative,Men Slim Fit Stretchable Jeans,WROGN,Slim Fit Jeans,1275.0
1146,287,17,2024-02-22,2024-02,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Low-Rise Jeans,Kotty,Denim & Jeans,519.0
1147,476,8,2024-06-12,2024-06,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
1148,342,27,2023-12-11,2023-12,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Slim Fit Jeans,French Connection,Slim Fit Jeans,1294.0
1149,289,23,2023-12-25,2023-12,1,Stitching came off within a week. Terrible quality.,-0.4767,Negative,Men Stretchable Jeans,Mast & Harbour,Stretchable Jeans,758.0
1150,149,7,2023-12-01,2023-12,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
1151,455,29,2024-11-16,2024-11,5,Great value for money. Highly recommend.,0.8516,Positive,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
1152,92,22,2023-02-10,2023-02,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Mid-Rise Skinny Fit Jeans,Mufti,Slim Fit Jeans,1393.0
1153,34,2,2024-07-15,2024-07,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Slim Fit Jeans,Flying Machine,Slim Fit Jeans,1829.0
1154,109,22,2023-06-04,2023-06,5,Great value for money. Highly recommend.,0.8516,Positive,Men Mid-Rise Skinny Fit Jeans,Mufti,Slim Fit Jeans,1393.0
1155,77,3,2024-10-06,2024-10,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
1156,44,24,2023-10-21,2023-10,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Slim Fit Jeans,Urbano Fashion,Slim Fit Jeans,629.0
1157,297,16,2023-11-07,2023-11,1,The jeans are too tight at the waist. Sizing is off.,0.0,Mixed Negative,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
1158,393,44,2024-03-14,2024-03,2,Stitching came off within a week. Terrible quality.,-0.4767,Negative,Men Baggy Loose Jeans,glitchez,Relaxed Fit Jeans,747.0
1159,497,28,2024-01-27,2024-01,5,Fast delivery and great packaging.,0.6249,Positive,Men Straight Fit Jeans,Mast & Harbour,Regular Fit Jeans,764.0
1160,336,23,2024-11-10,2024-11,2,Product looks different from the photo online.,0.0,Mixed Negative,Men Stretchable Jeans,Mast & Harbour,Stretchable Jeans,758.0
1161,155,3,2024-07-19,2024-07,1,Quality is below average. Not what I expected.,0.0,Mixed Negative,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
1162,12,26,2024-05-04,2024-05,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
1163,197,20,2024-10-28,2024-10,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Bootcut Jeans,Mast & Harbour,Wide Leg & Bootcut,869.0
1164,179,48,2024-10-26,2024-10,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Bootcut Jeans,HERE&NOW,Wide Leg & Bootcut,869.0
1165,404,42,2023-08-19,2023-08,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
1166,446,11,2023-05-24,2023-05,4,Perfect fit. The material feels premium.,0.7351,Positive,Men Slim Fit Jeans,Calvin Klein Jeans,Slim Fit Jeans,949.0
1167,249,3,2023-04-10,2023-04,4,Great value for money. Highly recommend.,0.8516,Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
1168,447,42,2023-10-31,2023-10,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
1169,323,46,2024-09-19,2024-09,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Slim Fit Jeans,HIGHLANDER,Slim Fit Jeans,675.0
1170,374,3,2023-02-11,2023-02,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
1171,10,18,2024-07-15,2024-07,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Wide Leg Jeans,Roadster,Wide Leg & Bootcut,999.0
1172,254,41,2024-03-03,2024-03,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
1173,193,8,2024-08-12,2024-08,3,Okay product. Expected more based on the description.,0.2263,Neutral,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
1174,108,5,2024-04-03,2024-04,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
1175,455,26,2023-04-29,2023-04,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
1176,118,41,2023-01-19,2023-01,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
1177,50,24,2024-07-16,2024-07,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Slim Fit Jeans,Urbano Fashion,Slim Fit Jeans,629.0
1178,198,10,2024-02-23,2024-02,1,Stitching came off within a week. Terrible quality.,-0.4767,Negative,Men Jogger Mid-Rise Jeans,styzon,Joggers & Cargo,899.0
1179,216,7,2023-08-13,2023-08,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
1180,395,11,2023-06-26,2023-06,2,Stitching came off within a week. Terrible quality.,-0.4767,Negative,Men Slim Fit Jeans,Calvin Klein Jeans,Slim Fit Jeans,949.0
1181,300,20,2024-10-16,2024-10,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Bootcut Jeans,Mast & Harbour,Wide Leg & Bootcut,869.0
1182,332,33,2024-07-31,2024-07,4,Great value for money. Highly recommend.,0.8516,Positive,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
1183,113,6,2024-10-29,2024-10,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Stretchable Jeans,HERE&NOW,Stretchable Jeans,798.0
1184,89,25,2023-10-12,2023-10,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Relaxed Fit Jeans,FUGAZEE,Relaxed Fit Jeans,2099.0
1185,230,6,2023-09-16,2023-09,5,Fast delivery and great packaging.,0.6249,Positive,Men Stretchable Jeans,HERE&NOW,Stretchable Jeans,798.0
1186,190,12,2023-04-18,2023-04,5,Great value for money. Highly recommend.,0.8516,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
1187,379,41,2024-05-27,2024-05,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
1188,132,6,2024-01-13,2024-01,2,Stitching came off within a week. Terrible quality.,-0.4767,Negative,Men Stretchable Jeans,HERE&NOW,Stretchable Jeans,798.0
1189,478,47,2023-08-13,2023-08,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
1190,425,28,2024-05-11,2024-05,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Straight Fit Jeans,Mast & Harbour,Regular Fit Jeans,764.0
1191,228,16,2023-07-16,2023-07,2,Received a damaged product. Very unhappy.,-0.7178,Negative,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
1192,419,31,2023-06-27,2023-06,5,Great value for money. Highly recommend.,0.8516,Positive,Men Pure Cotton Skater Jeans,The Indian Garage Co,Denim & Jeans,688.0
1193,347,8,2024-11-06,2024-11,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
1194,408,11,2023-01-04,2023-01,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Slim Fit Jeans,Calvin Klein Jeans,Slim Fit Jeans,949.0
1195,167,23,2023-06-08,2023-06,4,Fast delivery and great packaging.,0.6249,Positive,Men Stretchable Jeans,Mast & Harbour,Stretchable Jeans,758.0
1196,369,10,2024-03-16,2024-03,4,Fast delivery and great packaging.,0.6249,Positive,Men Jogger Mid-Rise Jeans,styzon,Joggers & Cargo,899.0
1197,185,23,2024-12-05,2024-12,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Stretchable Jeans,Mast & Harbour,Stretchable Jeans,758.0
1198,446,41,2023-05-16,2023-05,1,Quality is below average. Not what I expected.,0.0,Mixed Negative,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
1199,206,35,2024-01-12,2024-01,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Relaxed Fit Jeans,Mast & Harbour,Relaxed Fit Jeans,819.0
1200,473,12,2024-06-22,2024-06,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
1201,97,14,2024-02-05,2024-02,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Relaxed Fit Mid-Rise Jeans,HIGHLANDER,Relaxed Fit Jeans,769.0
1202,480,7,2024-06-26,2024-06,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
1203,127,16,2024-04-07,2024-04,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
1204,225,19,2024-03-15,2024-03,3,Not bad but not great either. Fits okay.,-0.2883,Neutral,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
1205,441,8,2024-06-04,2024-06,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
1206,328,46,2024-04-02,2024-04,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Slim Fit Jeans,HIGHLANDER,Slim Fit Jeans,675.0
1207,149,18,2024-08-11,2024-08,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Wide Leg Jeans,Roadster,Wide Leg & Bootcut,999.0
1208,178,41,2024-05-15,2024-05,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
1209,210,33,2024-02-17,2024-02,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
1210,170,15,2024-12-04,2024-12,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
1211,391,12,2023-08-03,2023-08,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
1212,398,14,2024-12-29,2024-12,1,Delivery was very late. Poor experience.,-0.5233,Negative,Men Relaxed Fit Mid-Rise Jeans,HIGHLANDER,Relaxed Fit Jeans,769.0
1213,155,3,2023-09-07,2023-09,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
1214,53,42,2023-07-24,2023-07,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
1215,144,35,2024-02-17,2024-02,4,Fast delivery and great packaging.,0.6249,Positive,Men Relaxed Fit Jeans,Mast & Harbour,Relaxed Fit Jeans,819.0
1216,445,8,2023-03-01,2023-03,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
1217,330,24,2024-09-21,2024-09,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Slim Fit Jeans,Urbano Fashion,Slim Fit Jeans,629.0
1218,458,16,2024-11-15,2024-11,5,Fast delivery and great packaging.,0.6249,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
1219,134,6,2023-09-09,2023-09,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Stretchable Jeans,HERE&NOW,Stretchable Jeans,798.0
1220,397,28,2024-01-22,2024-01,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Straight Fit Jeans,Mast & Harbour,Regular Fit Jeans,764.0
1221,181,4,2024-01-25,2024-01,1,Stitching came off within a week. Terrible quality.,-0.4767,Negative,Relaxed Fit Denim Jeans,Bene Kleed,Relaxed Fit Jeans,873.0
1222,90,10,2024-10-30,2024-10,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Jogger Mid-Rise Jeans,styzon,Joggers & Cargo,899.0
1223,478,22,2023-05-29,2023-05,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Mid-Rise Skinny Fit Jeans,Mufti,Slim Fit Jeans,1393.0
1224,493,42,2024-03-12,2024-03,2,Material feels cheap. Not worth the price at all.,-0.1695,Negative,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
1225,34,4,2023-05-09,2023-05,2,The color faded after first wash. Very disappointing.,-0.5413,Negative,Relaxed Fit Denim Jeans,Bene Kleed,Relaxed Fit Jeans,873.0
1226,456,38,2024-09-20,2024-09,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Bootcut Jeans,Urbano Fashion,Wide Leg & Bootcut,944.0
1227,33,3,2024-06-20,2024-06,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
1228,272,26,2024-03-08,2024-03,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
1229,283,6,2024-03-04,2024-03,4,Great value for money. Highly recommend.,0.8516,Positive,Men Stretchable Jeans,HERE&NOW,Stretchable Jeans,798.0
1230,59,19,2023-06-17,2023-06,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
1231,352,30,2024-06-22,2024-06,1,The color faded after first wash. Very disappointing.,-0.5413,Negative,Men Slim Tapered Fit Jeans,Mast & Harbour,Slim Fit Jeans,701.0
1232,317,1,2023-07-19,2023-07,2,Product looks different from the photo online.,0.0,Mixed Negative,Men Loose Fit Cotton Jeans,WROGN,Relaxed Fit Jeans,1374.0
1233,201,12,2024-11-11,2024-11,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
1234,480,19,2024-10-29,2024-10,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
1235,320,34,2024-04-04,2024-04,4,Perfect fit. The material feels premium.,0.7351,Positive,Men Bootcut Stretchable Jeans,Thomas Scott,Wide Leg & Bootcut,874.0
1236,237,15,2023-06-22,2023-06,5,Perfect fit. The material feels premium.,0.7351,Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
1237,89,9,2023-08-01,2023-08,5,Great value for money. Highly recommend.,0.8516,Positive,Men Regular Fit Mid-Rise Jeans,Roadster,Regular Fit Jeans,759.0
1238,58,19,2023-02-08,2023-02,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Straight Fit Jeans,Kotty,Regular Fit Jeans,719.0
1239,251,50,2023-10-30,2023-10,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,30 Days No Wash Jeans,TURMS,Denim & Jeans,3499.0
1240,206,20,2024-07-03,2024-07,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Bootcut Jeans,Mast & Harbour,Wide Leg & Bootcut,869.0
1241,417,41,2024-05-01,2024-05,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
1242,111,26,2024-03-14,2024-03,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
1243,185,41,2023-12-25,2023-12,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
1244,125,35,2024-07-11,2024-07,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Relaxed Fit Jeans,Mast & Harbour,Relaxed Fit Jeans,819.0
1245,497,3,2024-04-20,2024-04,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
1246,49,41,2023-05-29,2023-05,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
1247,257,1,2024-12-24,2024-12,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Loose Fit Cotton Jeans,WROGN,Relaxed Fit Jeans,1374.0
1248,345,27,2024-01-19,2024-01,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Slim Fit Jeans,French Connection,Slim Fit Jeans,1294.0
1249,208,2,2023-11-16,2023-11,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Slim Fit Jeans,Flying Machine,Slim Fit Jeans,1829.0
1250,168,12,2023-08-02,2023-08,2,Received a damaged product. Very unhappy.,-0.7178,Negative,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
1251,28,44,2024-01-28,2024-01,1,Stitching came off within a week. Terrible quality.,-0.4767,Negative,Men Baggy Loose Jeans,glitchez,Relaxed Fit Jeans,747.0
1252,390,25,2023-05-14,2023-05,5,Fast delivery and great packaging.,0.6249,Positive,Men Relaxed Fit Jeans,FUGAZEE,Relaxed Fit Jeans,2099.0
